Country code,Country,Region code,Region,BUA code,BUA name,BUA size classification, Counts 
E92000001,England,E12000008,South East,E63004943,Dorney Reach,Minor, 485 
E92000001,England,E12000004,East Midlands,E63001838,Dorrington (North Kesteven),Minor, 360 
E92000001,England,E12000005,West Midlands,E63002641,Dorrington (Shropshire),Minor, 790 
E92000001,England,E12000005,West Midlands,E63003801,Dorstone,Minor, 385 
E92000001,England,E12000008,South East,E63004338,Dorton,Minor, 155 
E92000001,England,E12000009,South West,E63006876,Dousland,Minor, 845 
E92000001,England,E12000004,East Midlands,E63001526,Dove Holes,Minor," 1,155 "
E92000001,England,E12000008,South East,E63005781,Dover,Medium," 36,360 "
E92000001,England,E12000004,East Midlands,E63002096,Doveridge,Minor," 1,760 "
E92000001,England,E12000009,South West,E63004664,Down Ampney,Minor, 570 
E92000001,England,E12000006,East of England,E63003159,Down Field,Minor, 645 
E92000001,England,E12000009,South West,E63006944,Downderry,Minor, 830 
E92000001,England,E12000009,South West,E63006851,Downgate,Minor, 310 
E92000001,England,E12000006,East of England,E63004680,Downham,Minor, 360 
E92000001,England,E12000006,East of England,E63002636,Downham Market,Small," 11,350 "
E92000001,England,E12000008,South East,E63004698,Downley,Minor," 2,655 "
E92000001,England,E12000009,South West,E63005219,Downside,Minor, 125 
E92000001,England,E12000009,South West,E63006231,Downton,Minor," 2,950 "
E92000001,England,E12000005,West Midlands,E63003632,Drakes Broughton,Minor," 1,810 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000889,Drax,Minor, 515 
E92000001,England,E12000009,South West,E63005562,Draycott,Minor," 1,070 "
E92000001,England,E12000005,West Midlands,E63002175,Draycott in the Clay,Minor, 235 
E92000001,England,E12000009,South West,E63006157,Drayton (South Somerset),Minor, 360 
E92000001,England,E12000008,South East,E63004714,Drayton (Vale of White Horse),Minor," 3,110 "
E92000001,England,E12000005,West Midlands,E63002689,Drayton Bassett,Minor, 775 
E92000001,England,E12000008,South East,E63004052,Drayton Parslow,Minor, 665 
E92000001,England,E12000008,South East,E63004675,Drayton St Leonard,Minor, 370 
E92000001,England,E12000003,Yorkshire and The Humber,E63000582,Driffield,Small," 13,215 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000854,Drighlington,Small," 5,280 "
E92000001,England,E12000006,East of England,E63003397,Drinkstone Green,Minor, 585 
E92000001,England,E12000005,West Midlands,E63003350,Droitwich Spa,Medium," 26,420 "
E92000001,England,E12000004,East Midlands,E63001517,Dronfield,Medium," 21,160 "
E92000001,England,E12000008,South East,E63006294,Droxford,Minor, 685 
E92000001,England,E12000002,North West,E63001285,Droylsden,Medium," 23,915 "
E92000001,England,E12000006,East of England,E63003363,Dry Drayton,Minor, 700 
E92000001,England,E12000009,South West,E63004272,Drybrook,Minor," 2,570 "
E92000001,England,E12000008,South East,E63004439,Ducklington,Minor," 1,585 "
E92000001,England,E12000004,East Midlands,E63001609,Duckmanton,Minor," 1,775 "
E92000001,England,E12000002,North West,E63001700,Duddon,Minor, 655 
E92000001,England,E12000005,West Midlands,E63002053,Dudleston Heath,Minor, 535 
E92000001,England,E12000005,West Midlands,E63002862,Dudley (Dudley),Medium," 64,270 "
E92000001,England,E12000001,North East,E63000058,Dudley (North Tyneside),Minor," 4,800 "
E92000001,England,E12000002,North West,E63001297,Dukinfield,Medium," 21,155 "
E92000001,England,E12000009,South West,E63006095,Dulverton,Minor, 845 
E92000001,England,E12000008,South East,E63005684,Dummer,Minor, 345 
E92000001,England,E12000005,West Midlands,E63003162,Dunchurch,Minor," 2,605 "
E92000001,England,E12000009,South West,E63005182,Dundry,Minor, 275 
E92000001,England,E12000009,South West,E63004636,Dunfield,Minor, 395 
E92000001,England,E12000002,North West,E63001602,Dunham-on-the-Hill,Minor, 545 
E92000001,England,E12000004,East Midlands,E63001509,Dunholme,Minor," 1,870 "
E92000001,England,E12000009,South West,E63006501,Dunkeswell,Minor," 1,835 "
E92000001,England,E12000008,South East,E63005373,Dunkirk,Minor, 300 
E92000001,England,E12000003,Yorkshire and The Humber,E63000611,Dunnington,Minor," 3,255 "
E92000001,England,E12000008,South East,E63004058,Duns Tew,Minor, 470 
E92000001,England,E12000003,Yorkshire and The Humber,E63001129,Dunscroft and Hatfield,Small," 14,000 "
E92000001,England,E12000006,East of England,E63004175,Dunstable,Medium," 34,500 "
E92000001,England,E12000009,South West,E63005736,Dunster,Minor, 390 
E92000001,England,E12000004,East Midlands,E63001719,Dunston,Minor, 745 
E92000001,England,E12000003,Yorkshire and The Humber,E63000778,Dunswell,Minor, 565 
E92000001,England,E12000006,East of England,E63003742,Dunton,Minor, 770 
E92000001,England,E12000004,East Midlands,E63002846,Dunton Bassett,Minor, 540 
E92000001,England,E12000008,South East,E63005422,Dunton Green,Minor," 3,240 "
E92000001,England,E12000009,South West,E63006971,Duporth,Minor, 675 
E92000001,England,E12000008,South East,E63005997,Durfold Wood,Minor, 400 
E92000001,England,E12000001,North East,E63000190,Durham,Medium," 50,510 "
E92000001,England,E12000008,South East,E63006333,Durley,Minor, 320 
E92000001,England,E12000009,South West,E63005718,Durrington,Small," 5,720 "
E92000001,England,E12000009,South West,E63004650,Dursley,Small," 7,935 "
E92000001,England,E12000009,South West,E63006491,Durweston,Minor, 380 
E92000001,England,E12000006,East of England,E63003698,Duxford,Minor," 2,220 "
E92000001,England,E12000008,South East,E63006061,Dymchurch,Minor," 3,095 "
E92000001,England,E12000009,South West,E63004011,Dymock,Minor, 585 
E92000001,England,E12000004,East Midlands,E63001668,Eagle,Minor, 840 
E92000001,England,E12000004,East Midlands,E63001727,Eakring,Minor, 440 
E92000001,England,E12000003,Yorkshire and The Humber,E63001091,Ealand,Minor, 895 
E92000001,England,E12000002,North West,E63000652,Earby,Minor," 4,415 "
E92000001,England,E12000005,West Midlands,E63003435,Eardisland,Minor, 475 
E92000001,England,E12000005,West Midlands,E63003617,Eardisley,Minor, 565 
E92000001,England,E12000005,West Midlands,E63003229,Eardiston,Minor, 340 
E92000001,England,E12000006,East of England,E63003082,Earith,Minor," 1,655 "
E92000001,England,E12000004,East Midlands,E63002740,Earl Shilton,Small," 10,885 "
E92000001,England,E12000004,East Midlands,E63003319,Earls Barton,Small," 6,065 "
E92000001,England,E12000006,East of England,E63004049,Earls Colne,Minor," 3,360 "
E92000001,England,E12000005,West Midlands,E63003105,Earlswood,Minor, 650 
E92000001,England,E12000006,East of England,E63002874,Earsham,Minor, 935 
E92000001,England,E12000003,Yorkshire and The Humber,E63000584,Earswick,Minor, 890 
E92000001,England,E12000008,South East,E63006207,Easebourne,Minor," 1,395 "
E92000001,England,E12000001,North East,E63000187,Easington (County Durham),Small," 6,965 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000988,Easington (East Riding of Yorkshire),Minor, 675 
E92000001,England,E12000001,North East,E63000322,Easington (Redcar and Cleveland),Minor, 870 
E92000001,England,E12000001,North East,E63000180,Easington Lane,Minor," 4,170 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000520,Easingwold,Small," 5,035 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000904,East Ardsley,Small," 15,245 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000430,East Ayton and West Ayton,Minor," 2,810 "
E92000001,England,E12000004,East Midlands,E63001483,East Barkwith,Minor, 390 
E92000001,England,E12000006,East of England,E63003926,East Bergholt,Minor," 2,210 "
E92000001,England,E12000001,North East,E63000104,East Boldon and West Boldon,Small," 6,795 "
E92000001,England,E12000008,South East,E63006617,East Boldre,Minor, 340 
E92000001,England,E12000009,South West,E63005541,East Brent,Minor, 670 
E92000001,England,E12000004,East Midlands,E63001961,East Bridgford,Minor," 1,765 "
E92000001,England,E12000009,South West,E63006784,East Budleigh,Minor, 705 
E92000001,England,E12000008,South East,E63004809,East Challow,Minor," 1,030 "
E92000001,England,E12000009,South West,E63006400,East Chinnock,Minor, 505 
E92000001,England,E12000008,South East,E63006679,East Cowes,Small," 8,430 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000378,East Cowton,Minor, 480 
E92000001,England,E12000008,South East,E63006641,East Dean and Friston,Minor," 1,600 "
E92000001,England,E12000004,East Midlands,E63001571,East Drayton,Minor, 265 
E92000001,England,E12000008,South East,E63005509,East Farleigh,Minor, 205 
E92000001,England,E12000004,East Midlands,E63002926,East Farndon,Minor, 320 
E92000001,England,E12000008,South East,E63004988,East Garston,Minor, 525 
E92000001,England,E12000004,East Midlands,E63002430,East Goscote,Minor," 2,890 "
E92000001,England,E12000009,South West,E63005339,East Grafton,Minor, 380 
E92000001,England,E12000008,South East,E63005876,East Grinstead,Medium," 26,350 "
E92000001,England,E12000004,East Midlands,E63003234,East Haddon,Minor, 610 
E92000001,England,E12000008,South East,E63004801,East Hagbourne,Minor, 855 
E92000001,England,E12000003,Yorkshire and The Humber,E63000986,East Halton,Minor, 610 
E92000001,England,E12000008,South East,E63004732,East Hanney,Minor," 1,230 "
E92000001,England,E12000006,East of England,E63004577,East Hanningfield,Minor, 930 
E92000001,England,E12000006,East of England,E63002914,East Harling,Minor," 2,490 "
E92000001,England,E12000009,South West,E63005449,East Harptree,Minor, 670 
E92000001,England,E12000008,South East,E63004795,East Hendred,Minor," 1,365 "
E92000001,England,E12000008,South East,E63006339,East Hoathly,Minor, 790 
E92000001,England,E12000008,South East,E63005485,East Horsley,Small," 5,840 "
E92000001,England,E12000009,South West,E63005706,East Huntspill,Minor, 885 
E92000001,England,E12000008,South East,E63004913,East Ilsley,Minor, 600 
E92000001,England,E12000004,East Midlands,E63001709,East Keal,Minor, 340 
E92000001,England,E12000003,Yorkshire and The Humber,E63000676,East Keswick,Minor," 1,145 "
E92000001,England,E12000009,South West,E63006041,East Knoyle,Minor, 335 
E92000001,England,E12000004,East Midlands,E63002206,East Leake,Small," 8,555 "
E92000001,England,E12000004,East Midlands,E63001598,East Markham,Minor," 1,275 "
E92000001,England,E12000008,South East,E63006220,East Meon,Minor, 435 
E92000001,England,E12000003,Yorkshire and The Humber,E63000704,East Morton,Minor," 1,225 "
E92000001,England,E12000009,South West,E63006866,East Ogwell,Minor, 515 
E92000001,England,E12000008,South East,E63005613,East Peckham,Minor," 2,145 "
E92000001,England,E12000001,North East,E63000172,East Rainton,Minor," 1,475 "
E92000001,England,E12000006,East of England,E63002177,East Rudham,Minor, 290 
E92000001,England,E12000006,East of England,E63001978,East Runton,Minor, 785 
E92000001,England,E12000008,South East,E63006594,East Saltdean,Minor," 2,890 "
E92000001,England,E12000009,South West,E63006205,East Stour,Minor, 605 
E92000001,England,E12000008,South East,E63005587,East Studdal,Minor, 260 
E92000001,England,E12000006,East of England,E63004954,East Tilbury,Small," 5,750 "
E92000001,England,E12000008,South East,E63006288,East Wellow,Minor, 635 
E92000001,England,E12000006,East of England,E63002376,East Winch,Minor, 530 
E92000001,England,E12000008,South East,E63006662,East Wittering,Small," 6,060 "
E92000001,England,E12000008,South East,E63005884,East Worldham,Minor, 345 
E92000001,England,E12000008,South East,E63006602,Eastbourne,Large," 99,180 "
E92000001,England,E12000008,South East,E63004983,Eastbury,Minor, 290 
E92000001,England,E12000008,South East,E63005113,Eastchurch,Minor," 3,380 "
E92000001,England,E12000005,West Midlands,E63003008,Eastcote,Minor, 290 
E92000001,England,E12000009,South West,E63004890,Easter Compton,Minor, 655 
E92000001,England,E12000009,South West,E63005462,Easterton,Minor, 580 
E92000001,England,E12000009,South West,E63004479,Eastington,Minor," 1,220 "
E92000001,England,E12000009,South West,E63004477,Eastleach Turville,Minor, 305 
E92000001,England,E12000008,South East,E63006272,Eastleigh,Medium," 48,360 "
E92000001,England,E12000008,South East,E63005436,Eastling,Minor, 360 
E92000001,England,E12000003,Yorkshire and The Humber,E63001026,Eastoft,Minor, 395 
E92000001,England,E12000006,East of England,E63002499,Easton (Broadland),Minor," 1,435 "
E92000001,England,E12000006,East of England,E63003432,Easton (East Suffolk),Minor, 385 
E92000001,England,E12000009,South West,E63005636,Easton (Mendip),Minor, 340 
E92000001,England,E12000009,South West,E63005326,Easton Royal,Minor, 270 
E92000001,England,E12000004,East Midlands,E63002619,Easton on the Hill,Minor," 1,095 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000842,Eastrington,Minor," 1,150 "
E92000001,England,E12000008,South East,E63005477,Eastry,Minor," 2,390 "
E92000001,England,E12000004,East Midlands,E63001910,Eastwood,Small," 18,890 "
E92000001,England,E12000006,East of England,E63004215,Eaton Bray and Edlesborough,Minor," 4,200 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000444,Ebberston,Minor, 470 
E92000001,England,E12000008,South East,E63005041,Ebbsfleet Valley,Minor," 2,990 "
E92000001,England,E12000001,North East,E63000137,Ebchester,Minor, 855 
E92000001,England,E12000009,South West,E63006754,Ebford,Minor, 475 
E92000001,England,E12000009,South West,E63003827,Ebrington,Minor, 610 
E92000001,England,E12000002,North West,E63001281,Eccles (Salford),Medium," 41,125 "
E92000001,England,E12000008,South East,E63005335,Eccles (Tonbridge and Malling),Minor," 1,705 "
E92000001,England,E12000006,East of England,E63002159,Eccles on Sea,Minor, 280 
E92000001,England,E12000003,Yorkshire and The Humber,E63001336,Ecclesfield and Grenoside,Small," 8,190 "
E92000001,England,E12000005,West Midlands,E63002168,Eccleshall,Minor," 3,230 "
E92000001,England,E12000002,North West,E63001014,Eccleston,Minor," 4,545 "
E92000001,England,E12000004,East Midlands,E63001513,Eckington (North East Derbyshire),Small," 7,435 "
E92000001,England,E12000005,West Midlands,E63003807,Eckington (Wychavon),Minor," 1,255 "
E92000001,England,E12000004,East Midlands,E63003327,Ecton,Minor, 490 
E92000001,England,E12000008,South East,E63005666,Edenbridge,Small," 7,900 "
E92000001,England,E12000002,North West,E63000992,Edenfield,Minor," 2,050 "
E92000001,England,E12000008,South East,E63004169,Edgcott,Minor, 900 
E92000001,England,E12000006,East of England,E63002085,Edgefield,Minor, 435 
E92000001,England,E12000005,West Midlands,E63002297,Edgmond,Minor," 1,560 "
E92000001,England,E12000002,North West,E63001013,Edgworth,Minor," 1,650 "
E92000001,England,E12000005,West Midlands,E63002459,Edingale,Minor, 635 
E92000001,England,E12000004,East Midlands,E63001799,Edingley,Minor, 400 
E92000001,England,E12000009,South West,E63005515,Edington,Minor, 705 
E92000001,England,E12000004,East Midlands,E63002607,Edith Weston,Minor, 580 
E92000001,England,E12000009,South West,E63005608,Edithmead,Minor, 515 
E92000001,England,E12000004,East Midlands,E63002079,Edwalton,Minor," 4,760 "
E92000001,England,E12000004,East Midlands,E63001681,Edwinstowe,Small," 5,325 "
E92000001,England,E12000008,South East,E63005521,Effingham,Minor, 240 
E92000001,England,E12000008,South East,E63005651,Egerton,Minor, 495 
E92000001,England,E12000003,Yorkshire and The Humber,E63000935,Eggborough,Minor," 2,440 "
E92000001,England,E12000004,East Midlands,E63002178,Egginton,Minor, 545 
E92000001,England,E12000001,North East,E63000343,Egglescliffe,Small," 10,250 "
E92000001,England,E12000008,South East,E63005100,Egham,Medium," 28,000 "
E92000001,England,E12000009,South West,E63006855,Egloshayle,Minor," 1,185 "
E92000001,England,E12000004,East Midlands,E63001652,Egmanton,Minor, 270 
E92000001,England,E12000002,North West,E63000353,Egremont,Small," 5,795 "
E92000001,England,E12000006,East of England,E63004096,Eight Ash Green,Minor," 1,770 "
E92000001,England,E12000006,East of England,E63003931,Elder Street,Minor, 540 
E92000001,England,E12000001,North East,E63000270,Eldon Lane and Coundon Grange,Minor, 995 
E92000001,England,E12000005,West Midlands,E63002497,Elford,Minor, 610 
E92000001,England,E12000008,South East,E63005735,Elham,Minor, 855 
E92000001,England,E12000004,East Midlands,E63001550,Elkesley,Minor, 850 
E92000001,England,E12000003,Yorkshire and The Humber,E63000967,Elland,Small," 15,785 "
E92000001,England,E12000005,West Midlands,E63001971,Ellastone,Minor, 300 
E92000001,England,E12000003,Yorkshire and The Humber,E63000847,Ellerker,Minor, 305 
E92000001,England,E12000005,West Midlands,E63002081,Ellesmere,Minor," 4,270 "
E92000001,England,E12000002,North West,E63001554,Ellesmere Port,Medium," 65,430 "
E92000001,England,E12000006,East of England,E63002825,Ellingham and Kirby Cane,Minor, 680 
E92000001,England,E12000006,East of England,E63003154,Ellington (Huntingdonshire),Minor, 605 
E92000001,England,E12000001,North East,E63000034,Ellington (Northumberland),Minor," 2,130 "
E92000001,England,E12000004,East Midlands,E63002473,Ellistown,Minor," 2,970 "
E92000001,England,E12000006,East of England,E63002568,Elm and Emneth,Minor," 4,555 "
E92000001,England,E12000008,South East,E63005869,Elmbridge Village,Minor, 265 
E92000001,England,E12000006,East of England,E63003836,Elmdon,Minor, 285 
E92000001,England,E12000004,East Midlands,E63002770,Elmesthorpe,Minor, 510 
E92000001,England,E12000005,West Midlands,E63003809,Elmley Castle,Minor, 580 
E92000001,England,E12000006,East of England,E63003690,Elmsett,Minor," 1,000 "
E92000001,England,E12000006,East of England,E63004119,Elmstead Market,Minor," 1,765 "
E92000001,England,E12000006,East of England,E63003324,Elmswell,Minor," 4,445 "
E92000001,England,E12000006,East of England,E63004089,Elsenham,Minor," 3,420 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001067,Elsham,Minor, 395 
E92000001,England,E12000008,South East,E63005747,Elstead,Minor," 2,265 "
E92000001,England,E12000004,East Midlands,E63001893,Elston,Minor, 695 
E92000001,England,E12000006,East of England,E63004693,Elstree,Minor," 1,735 "
E92000001,England,E12000002,North West,E63000739,Elswick,Minor," 1,045 "
E92000001,England,E12000006,East of England,E63003326,Elsworth,Minor, 620 
E92000001,England,E12000006,East of England,E63003411,Eltisley,Minor, 395 
E92000001,England,E12000002,North West,E63001553,Elton (Cheshire West and Chester),Minor," 3,295 "
E92000001,England,E12000006,East of England,E63002805,Elton (Huntingdonshire),Minor, 690 
E92000001,England,E12000008,South East,E63005456,Elvetham Heath,Minor," 4,915 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000638,Elvington,Minor," 1,270 "
E92000001,England,E12000001,North East,E63000243,Elwick,Minor, 495 
E92000001,England,E12000002,North West,E63001735,Elworth,Small," 7,645 "
E92000001,England,E12000006,East of England,E63002991,Ely,Small," 19,185 "
E92000001,England,E12000008,South East,E63003609,Emberton,Minor, 715 
E92000001,England,E12000001,North East,E63000013,Embleton,Minor, 350 
E92000001,England,E12000003,Yorkshire and The Humber,E63000607,Embsay,Minor," 1,725 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001070,Emley,Minor," 1,435 "
E92000001,England,E12000004,East Midlands,E63002542,Empingham,Minor, 880 
E92000001,England,E12000008,South East,E63006516,Emsworth,Small," 11,505 "
E92000001,England,E12000004,East Midlands,E63002710,Enderby and Narborough,Small," 13,180 "
E92000001,England,E12000002,North West,E63000429,Endmoor,Minor, 630 
E92000001,England,E12000005,West Midlands,E63001833,Endon,Minor," 2,655 "
E92000001,England,E12000009,South West,E63004868,Engine Common,Minor, 665 
E92000001,England,E12000008,South East,E63005594,Enham Alamein,Minor, 795 
E92000001,England,E12000008,South East,E63004120,Enstone,Minor, 930 
E92000001,England,E12000004,East Midlands,E63001892,Epperstone,Minor, 600 
E92000001,England,E12000006,East of England,E63004569,Epping,Small," 10,695 "
E92000001,England,E12000008,South East,E63005334,Epsom,Medium," 35,850 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001206,Epworth,Minor," 4,360 "
E92000001,England,E12000009,South West,E63005500,Erlestoke,Minor, 655 
E92000001,England,E12000009,South West,E63006955,Ermington,Minor, 680 
E92000001,England,E12000006,East of England,E63002128,Erpingham,Minor, 410 
E92000001,England,E12000003,Yorkshire and The Humber,E63000696,Escrick,Minor, 930 
E92000001,England,E12000001,North East,E63000195,Esh Winning,Minor," 3,880 "
E92000001,England,E12000008,South East,E63005243,Esher,Small," 9,485 "
E92000001,England,E12000004,East Midlands,E63002456,Essendine,Minor, 450 
E92000001,England,E12000006,East of England,E63004423,Essendon,Minor, 660 
E92000001,England,E12000005,West Midlands,E63002635,Essington,Minor," 3,470 "
E92000001,England,E12000001,North East,E63000316,Eston,Medium," 29,635 "
E92000001,England,E12000008,South East,E63006128,Etchingham,Minor, 420 
E92000001,England,E12000008,South East,E63005847,Etchinghill,Minor, 620 
E92000001,England,E12000008,South East,E63004966,Eton,Minor," 2,460 "
E92000001,England,E12000008,South East,E63004961,Eton Wick,Minor," 2,120 "
E92000001,England,E12000005,West Midlands,E63003627,Ettington,Minor," 1,060 "
E92000001,England,E12000004,East Midlands,E63002131,Etwall,Minor," 3,075 "
E92000001,England,E12000002,North West,E63000984,Euxton,Small," 17,520 "
E92000001,England,E12000004,East Midlands,E63003933,Evenley,Minor, 585 
E92000001,England,E12000001,North East,E63000284,Evenwood,Minor," 1,590 "
E92000001,England,E12000009,South West,E63005865,Evercreech,Minor," 2,165 "
E92000001,England,E12000008,South East,E63005268,Eversley,Minor, 400 
E92000001,England,E12000008,South East,E63005309,Eversley Centre,Minor, 735 
E92000001,England,E12000008,South East,E63005311,Eversley Cross,Minor, 595 
E92000001,England,E12000004,East Midlands,E63001369,Everton (Bassetlaw),Minor, 655 
E92000001,England,E12000008,South East,E63006692,Everton (New Forest),Minor," 1,615 "
E92000001,England,E12000005,West Midlands,E63003770,Evesham,Medium," 28,250 "
E92000001,England,E12000008,South East,E63005285,Ewell,Medium," 27,515 "
E92000001,England,E12000008,South East,E63004755,Ewelme,Minor, 610 
E92000001,England,E12000009,South West,E63004656,Ewen,Minor, 270 
E92000001,England,E12000004,East Midlands,E63001904,Ewerby,Minor, 500 
E92000001,England,E12000008,South East,E63005811,Ewhurst,Minor," 1,515 "
E92000001,England,E12000008,South East,E63005601,Ewshot,Minor, 655 
E92000001,England,E12000005,West Midlands,E63004054,Ewyas Harold,Minor," 1,035 "
E92000001,England,E12000009,South West,E63006718,Exeter,Large," 126,175 "
E92000001,England,E12000009,South West,E63005875,Exford,Minor, 390 
E92000001,England,E12000009,South West,E63006757,Exminster,Minor," 4,385 "
E92000001,England,E12000009,South West,E63006801,Exmouth,Medium," 35,500 "
E92000001,England,E12000006,East of England,E63003290,Exning,Minor," 2,050 "
E92000001,England,E12000009,South West,E63006768,Exton (East Devon),Minor," 1,285 "
E92000001,England,E12000004,East Midlands,E63002481,Exton (Rutland),Minor, 580 
E92000001,England,E12000004,East Midlands,E63001545,Eyam,Minor, 610 
E92000001,England,E12000004,East Midlands,E63003594,Eydon,Minor, 435 
E92000001,England,E12000006,East of England,E63003106,Eye (Mid Suffolk),Minor," 2,210 "
E92000001,England,E12000006,East of England,E63002642,Eye (Peterborough),Small," 5,415 "
E92000001,England,E12000006,East of England,E63003562,Eyke,Minor, 375 
E92000001,England,E12000008,South East,E63005207,Eynsford,Minor," 1,675 "
E92000001,England,E12000008,South East,E63004413,Eynsham,Small," 5,325 "
E92000001,England,E12000008,South East,E63005592,Eythorne,Minor," 1,490 "
E92000001,England,E12000009,South West,E63005083,Failand,Minor, 760 
E92000001,England,E12000002,North West,E63001254,Failsworth,Small," 19,960 "
E92000001,England,E12000001,North East,E63000038,Fair Moor,Minor, 960 
E92000001,England,E12000003,Yorkshire and The Humber,E63000871,Fairburn,Minor, 805 
E92000001,England,E12000005,West Midlands,E63003095,Fairfield,Minor, 965 
E92000001,England,E12000009,South West,E63004579,Fairford,Minor," 4,240 "
E92000001,England,E12000008,South East,E63005536,Fairlands,Minor," 1,120 "
E92000001,England,E12000008,South East,E63006429,Fairlight,Minor," 1,565 "
E92000001,England,E12000006,East of England,E63002152,Fakenham,Small," 8,390 "
E92000001,England,E12000004,East Midlands,E63001441,Faldingworth,Minor, 505 
E92000001,England,E12000009,South West,E63004730,Falfield,Minor, 295 
E92000001,England,E12000009,South West,E63007057,Falmouth,Medium," 24,070 "
E92000001,England,E12000005,West Midlands,E63003091,Far Forest,Minor, 710 
E92000001,England,E12000006,East of England,E63002791,Farcet,Minor," 1,595 "
E92000001,England,E12000008,South East,E63006527,Fareham,Medium," 42,625 "
E92000001,England,E12000008,South East,E63004697,Faringdon,Small," 8,625 "
E92000001,England,E12000002,North West,E63000921,Farington Moss,Minor," 2,695 "
E92000001,England,E12000008,South East,E63005695,Farley Green,Minor, 350 
E92000001,England,E12000008,South East,E63005236,Farley Hill,Minor, 350 
E92000001,England,E12000009,South West,E63005340,Farmborough,Minor," 1,105 "
E92000001,England,E12000008,South East,E63004459,Farmoor,Minor, 520 
E92000001,England,E12000008,South East,E63005482,Farnborough,Medium," 60,655 "
E92000001,England,E12000008,South East,E63005704,Farncombe,Small," 13,250 "
E92000001,England,E12000002,North West,E63001812,Farndon (Cheshire West and Chester),Minor," 2,230 "
E92000001,England,E12000004,East Midlands,E63001848,Farndon (Newark and Sherwood),Minor," 2,470 "
E92000001,England,E12000008,South East,E63005680,Farnham,Medium," 20,500 "
E92000001,England,E12000008,South East,E63004863,Farnham Common and Farnham Royal,Small," 6,715 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000656,Farnhill,Minor, 480 
E92000001,England,E12000008,South East,E63005186,Farningham,Minor," 1,280 "
E92000001,England,E12000004,East Midlands,E63001786,Farnsfield,Minor," 3,215 "
E92000001,England,E12000002,North West,E63001172,Farnworth,Medium," 28,760 "
E92000001,England,E12000009,South West,E63005460,Farrington Gurney,Minor, 905 
E92000001,England,E12000004,East Midlands,E63003833,Farthinghoe,Minor, 400 
E92000001,England,E12000008,South East,E63005320,Faversham,Medium," 20,940 "
E92000001,England,E12000005,West Midlands,E63002666,Fazeley,Small," 7,570 "
E92000001,England,E12000005,West Midlands,E63002594,Featherstone (South Staffordshire),Small," 7,095 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000975,Featherstone (Wakefield),Small," 11,655 "
E92000001,England,E12000005,West Midlands,E63003374,Feckenham,Minor, 350 
E92000001,England,E12000008,South East,E63005838,Felbridge,Minor," 2,030 "
E92000001,England,E12000008,South East,E63005788,Felcourt,Minor, 245 
E92000001,England,E12000006,East of England,E63003946,Felixstowe,Medium," 24,220 "
E92000001,England,E12000006,East of England,E63003452,Felmersham,Minor, 375 
E92000001,England,E12000006,East of England,E63003460,Felsham,Minor, 470 
E92000001,England,E12000006,East of England,E63004205,Felsted,Minor," 1,235 "
E92000001,England,E12000006,East of England,E63002347,Felthorpe,Minor, 620 
E92000001,England,E12000009,South West,E63005208,Felton (North Somerset),Minor, 370 
E92000001,England,E12000001,North East,E63000027,Felton (Northumberland),Minor," 1,270 "
E92000001,England,E12000006,East of England,E63002851,Feltwell,Minor," 2,920 "
E92000001,England,E12000006,East of England,E63003393,Fen Ditton,Minor, 510 
E92000001,England,E12000006,East of England,E63003227,Fen Drayton,Minor, 880 
E92000001,England,E12000005,West Midlands,E63003118,Fen End,Minor, 245 
E92000001,England,E12000002,North West,E63000749,Fence,Minor," 1,585 "
E92000001,England,E12000001,North East,E63000165,Fence Houses,Small," 6,945 "
E92000001,England,E12000009,South West,E63006633,Feniton,Minor," 1,725 "
E92000001,England,E12000005,West Midlands,E63003549,Fenny Compton,Minor, 850 
E92000001,England,E12000004,East Midlands,E63002763,Fenny Drayton,Minor, 525 
E92000001,England,E12000006,East of England,E63003226,Fenstanton,Minor," 3,015 "
E92000001,England,E12000009,South West,E63007033,Feock,Minor, 245 
E92000001,England,E12000009,South West,E63006612,Ferndown,Small," 13,265 "
E92000001,England,E12000005,West Midlands,E63003422,Fernhill Heath,Minor," 3,295 "
E92000001,England,E12000008,South East,E63006085,Fernhurst,Minor," 1,825 "
E92000001,England,E12000001,North East,E63000244,Ferryhill,Small," 8,860 "
E92000001,England,E12000008,South East,E63004995,Fifield,Minor, 255 
E92000001,England,E12000006,East of England,E63002434,Filby,Minor, 895 
E92000001,England,E12000003,Yorkshire and The Humber,E63000454,Filey,Small," 6,665 "
E92000001,England,E12000008,South East,E63004502,Filkins,Minor, 425 
