Country code,Country,Region code,Region,BUA code,BUA name,BUA size classification, Counts 
E92000001,England,E12000002,North West,E63000162,Abbeytown,Minor, 755 
E92000001,England,E12000005,West Midlands,E63002230,Abbots Bromley,Minor," 1,330 "
E92000001,England,E12000006,East of England,E63004551,Abbots Langley and Kings Langley,Small," 18,205 "
E92000001,England,E12000009,South West,E63005038,Abbots Leigh,Minor, 300 
E92000001,England,E12000006,East of England,E63003023,Abbots Ripton,Minor, 310 
E92000001,England,E12000009,South West,E63006777,Abbotsbury,Minor, 215 
E92000001,England,E12000009,South West,E63006873,Abbotskerswell,Minor," 1,185 "
E92000001,England,E12000006,East of England,E63003468,Abbotsley,Minor, 420 
E92000001,England,E12000008,South East,E63005740,Abbotts Ann,Minor, 570 
E92000001,England,E12000003,Yorkshire and The Humber,E63000742,Aberford,Minor," 1,550 "
E92000001,England,E12000008,South East,E63004647,Abingdon-on-Thames,Medium," 33,175 "
E92000001,England,E12000008,South East,E63005685,Abinger Common,Minor, 290 
E92000001,England,E12000008,South East,E63006326,Abingworth,Minor," 1,040 "
E92000001,England,E12000006,East of England,E63004670,Abridge,Minor," 1,650 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000663,Acaster Malbis,Minor, 325 
E92000001,England,E12000002,North West,E63000864,Accrington,Medium," 34,895 "
E92000001,England,E12000005,West Midlands,E63002715,Ackleton,Minor, 295 
E92000001,England,E12000001,North East,E63000024,Acklington,Minor, 305 
E92000001,England,E12000003,Yorkshire and The Humber,E63001024,Ackworth Moor Top,Small," 6,280 "
E92000001,England,E12000006,East of England,E63002494,Acle,Minor," 2,265 "
E92000001,England,E12000001,North East,E63000082,Acomb,Minor," 1,155 "
E92000001,England,E12000006,East of England,E63003721,Acton,Minor," 1,665 "
E92000001,England,E12000002,North West,E63001570,Acton Bridge,Minor, 185 
E92000001,England,E12000005,West Midlands,E63002658,Acton Burnell,Minor, 405 
E92000001,England,E12000005,West Midlands,E63002335,Acton Trussell,Minor, 745 
E92000001,England,E12000009,South West,E63004915,Acton Turville,Minor, 350 
E92000001,England,E12000008,South East,E63003914,Adderbury and Twyford,Minor," 3,320 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000624,Addingham,Minor," 3,250 "
E92000001,England,E12000008,South East,E63005376,Addington,Minor, 545 
E92000001,England,E12000008,South East,E63005226,Addlestone,Small," 13,745 "
E92000001,England,E12000008,South East,E63005496,Adisham,Minor, 655 
E92000001,England,E12000002,North West,E63001060,Adlington (Chorley),Small," 8,780 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001134,Adwick le Street,Small," 18,325 "
E92000001,England,E12000002,North West,E63001111,Ainsworth,Minor," 1,590 "
E92000001,England,E12000002,North West,E63001282,Aintree,Small," 6,215 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000908,Airmyn,Minor, 730 
E92000001,England,E12000003,Yorkshire and The Humber,E63000413,Aiskew,Minor," 1,760 "
E92000001,England,E12000004,East Midlands,E63001495,Aisthorpe and Brattleby,Minor, 110 
E92000001,England,E12000008,South East,E63003876,Akeley,Minor, 595 
E92000001,England,E12000008,South East,E63006334,Albourne,Minor, 695 
E92000001,England,E12000005,West Midlands,E63002610,Albrighton,Small," 6,985 "
E92000001,England,E12000006,East of England,E63002900,Alburgh Street,Minor, 410 
E92000001,England,E12000008,South East,E63005638,Albury,Minor, 290 
E92000001,England,E12000005,West Midlands,E63003447,Alcester,Small," 6,425 "
E92000001,England,E12000006,East of England,E63003057,Alconbury,Minor," 1,465 "
E92000001,England,E12000006,East of England,E63003047,Alconbury Weald,Minor," 1,220 "
E92000001,England,E12000006,East of England,E63003041,Alconbury Weston,Minor, 800 
E92000001,England,E12000006,East of England,E63002089,Aldborough,Minor, 605 
E92000001,England,E12000009,South West,E63005010,Aldbourne,Minor," 1,685 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000736,Aldbrough,Minor," 1,280 "
E92000001,England,E12000006,East of England,E63004363,Aldbury,Minor, 600 
E92000001,England,E12000006,East of England,E63003455,Aldeburgh,Minor," 2,425 "
E92000001,England,E12000009,South West,E63006420,Alderholt,Minor," 2,870 "
E92000001,England,E12000002,North West,E63001523,Alderley Edge,Minor," 4,495 "
E92000001,England,E12000008,South East,E63005220,Aldermaston,Minor, 415 
E92000001,England,E12000008,South East,E63005165,Aldermaston Wharf,Minor, 815 
E92000001,England,E12000005,West Midlands,E63003634,Alderminster,Minor, 305 
E92000001,England,E12000008,South East,E63005571,Aldershot,Medium," 39,825 "
E92000001,England,E12000006,East of England,E63003800,Alderton (East Suffolk),Minor, 480 
E92000001,England,E12000009,South West,E63003968,Alderton (Tewkesbury),Minor, 865 
E92000001,England,E12000008,South East,E63005910,Aldington,Minor," 1,280 "
E92000001,England,E12000005,West Midlands,E63002681,Aldridge,Small," 15,835 "
E92000001,England,E12000004,East Midlands,E63002974,Aldwincle,Minor, 335 
E92000001,England,E12000008,South East,E63005924,Alfold Crossways,Minor, 855 
E92000001,England,E12000004,East Midlands,E63001556,Alford (East Lindsey),Minor," 3,830 "
E92000001,England,E12000004,East Midlands,E63001801,Alfreton,Small," 8,795 "
E92000001,England,E12000008,South East,E63006571,Alfriston,Minor, 760 
E92000001,England,E12000003,Yorkshire and The Humber,E63000961,Alkborough,Minor, 470 
E92000001,England,E12000008,South East,E63005767,Alkham,Minor, 320 
E92000001,England,E12000009,South West,E63005304,All Cannings,Minor, 590 
E92000001,England,E12000005,West Midlands,E63002779,All Stretton,Minor, 400 
E92000001,England,E12000001,North East,E63000131,Allendale Town,Minor, 730 
E92000001,England,E12000003,Yorkshire and The Humber,E63000851,Allerton Bywater,Small," 6,960 "
E92000001,England,E12000008,South East,E63004964,Allhallows,Minor," 1,685 "
E92000001,England,E12000004,East Midlands,E63002007,Allington,Minor, 585 
E92000001,England,E12000002,North West,E63000480,Allithwaite,Minor," 1,170 "
E92000001,England,E12000002,North West,E63000189,Allonby,Minor, 435 
E92000001,England,E12000002,North West,E63001623,Allostock,Minor, 415 
E92000001,England,E12000008,South East,E63006635,Almodington,Minor, 510 
E92000001,England,E12000009,South West,E63004862,Almondsbury,Minor," 2,940 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000540,Alne,Minor, 595 
E92000001,England,E12000001,North East,E63000015,Alnwick,Small," 8,435 "
E92000001,England,E12000006,East of England,E63002662,Alpington and Yelverton,Minor, 720 
E92000001,England,E12000002,North West,E63001753,Alpraham,Minor, 495 
E92000001,England,E12000006,East of England,E63004182,Alresford,Minor," 2,460 "
E92000001,England,E12000005,West Midlands,E63002401,Alrewas,Minor," 2,830 "
E92000001,England,E12000002,North West,E63001803,Alsager,Small," 15,505 "
E92000001,England,E12000002,North West,E63000179,Alston,Minor," 1,075 "
E92000001,England,E12000006,East of England,E63004623,Althorne,Minor, 810 
E92000001,England,E12000003,Yorkshire and The Humber,E63001120,Althorpe,Minor, 410 
E92000001,England,E12000008,South East,E63005832,Alton (East Hampshire),Small," 17,880 "
E92000001,England,E12000005,West Midlands,E63001980,Alton (Staffordshire Moorlands),Minor, 980 
E92000001,England,E12000002,North West,E63001395,Altrincham,Medium," 49,680 "
E92000001,England,E12000005,West Midlands,E63003146,Alvechurch,Minor," 3,410 "
E92000001,England,E12000005,West Midlands,E63002935,Alveley,Minor," 1,505 "
E92000001,England,E12000008,South East,E63006774,Alverstone Garden Village,Minor, 495 
E92000001,England,E12000008,South East,E63004494,Alvescot,Minor, 465 
E92000001,England,E12000009,South West,E63004810,Alveston,Minor," 2,065 "
E92000001,England,E12000004,East Midlands,E63001368,Alvingham,Minor, 265 
E92000001,England,E12000009,South West,E63004582,Alvington,Minor, 595 
E92000001,England,E12000004,East Midlands,E63001849,Ambergate,Minor," 1,565 "
E92000001,England,E12000008,South East,E63006404,Amberley (Horsham),Minor, 565 
E92000001,England,E12000009,South West,E63004570,Amberley (Stroud),Minor," 1,300 "
E92000001,England,E12000001,North East,E63000021,Amble,Small," 5,860 "
E92000001,England,E12000002,North West,E63000375,Ambleside,Minor," 2,625 "
E92000001,England,E12000008,South East,E63004219,Ambrosden,Minor," 2,735 "
E92000001,England,E12000008,South East,E63004632,Amersham,Small," 17,380 "
E92000001,England,E12000009,South West,E63005834,Amesbury,Small," 12,680 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000499,Amotherby,Minor, 365 
E92000001,England,E12000003,Yorkshire and The Humber,E63000471,Ampleforth,Minor," 1,240 "
E92000001,England,E12000009,South West,E63004557,Ampney Crucis,Minor, 615 
E92000001,England,E12000006,East of England,E63003884,Ampthill,Small," 8,825 "
E92000001,England,E12000004,East Midlands,E63001940,Ancaster,Minor, 910 
E92000001,England,E12000008,South East,E63005681,Andover,Medium," 48,480 "
E92000001,England,E12000009,South West,E63004227,Andoversford,Minor, 695 
E92000001,England,E12000008,South East,E63005729,Anna Valley and Upper Clatford,Minor," 1,555 "
E92000001,England,E12000004,East Midlands,E63001828,Annesley Woodhouse,Small," 6,160 "
E92000001,England,E12000001,North East,E63000155,Annfield Plain,Small," 7,785 "
E92000001,England,E12000005,West Midlands,E63002839,Ansley,Minor," 1,045 "
E92000001,England,E12000004,East Midlands,E63002532,Anstey,Small," 7,045 "
E92000001,England,E12000008,South East,E63006195,Ansty,Minor, 405 
E92000001,England,E12000004,East Midlands,E63001870,Anwick,Minor, 390 
E92000001,England,E12000009,South West,E63004053,Apperley,Minor, 590 
E92000001,England,E12000003,Yorkshire and The Humber,E63001048,Appleby,Minor, 310 
E92000001,England,E12000004,East Midlands,E63002506,Appleby Magna,Minor," 1,300 "
E92000001,England,E12000002,North West,E63000310,Appleby-in-Westmorland,Minor," 3,235 "
E92000001,England,E12000008,South East,E63006069,Appledore (Ashford),Minor, 250 
E92000001,England,E12000009,South West,E63006053,Appledore (Torridge),Minor," 1,710 "
E92000001,England,E12000008,South East,E63006039,Appledore Heath,Minor, 585 
E92000001,England,E12000008,South East,E63005618,Appleshaw,Minor, 470 
E92000001,England,E12000008,South East,E63004575,Appleton,Minor, 950 
E92000001,England,E12000003,Yorkshire and The Humber,E63000700,Appleton Roebuck,Minor, 870 
E92000001,England,E12000002,North West,E63001454,Appleton Thorn,Minor," 1,370 "
E92000001,England,E12000002,North West,E63001124,Appley Bridge,Small," 5,130 "
E92000001,England,E12000006,East of England,E63003971,Apsley End,Minor, 450 
E92000001,England,E12000008,South East,E63005167,Arborfield,Minor, 500 
E92000001,England,E12000008,South East,E63005178,Arborfield Cross,Minor, 760 
E92000001,England,E12000008,South East,E63005205,Arborfield Garrison,Minor," 4,310 "
E92000001,England,E12000008,South East,E63006059,Ardingly,Minor," 1,645 "
E92000001,England,E12000006,East of England,E63004037,Ardleigh,Minor," 1,040 "
E92000001,England,E12000008,South East,E63004065,Ardley and Fewcott,Minor, 740 
E92000001,England,E12000006,East of England,E63003940,Arkesden,Minor, 375 
E92000001,England,E12000003,Yorkshire and The Humber,E63001163,Arksey,Minor," 1,580 "
E92000001,England,E12000002,North West,E63000318,Arlecdon,Minor, 660 
E92000001,England,E12000006,East of England,E63003899,Arlesey,Small," 6,025 "
E92000001,England,E12000009,South West,E63004457,Arlington,Minor, 275 
E92000001,England,E12000005,West Midlands,E63003731,Armscote,Minor, 220 
E92000001,England,E12000003,Yorkshire and The Humber,E63001191,Armthorpe,Small," 14,160 "
E92000001,England,E12000004,East Midlands,E63001927,Arnold,Medium," 40,010 "
E92000001,England,E12000002,North West,E63000472,Arnside,Minor," 2,230 "
E92000001,England,E12000008,South East,E63006770,Arreton,Minor, 315 
E92000001,England,E12000008,South East,E63006510,Arundel,Minor," 3,040 "
E92000001,England,E12000008,South East,E63005161,Ascot,Medium," 23,995 "
E92000001,England,E12000008,South East,E63004243,Ascott-under-Wychwood,Minor, 550 
E92000001,England,E12000004,East Midlands,E63002319,Asfordby,Minor," 2,760 "
E92000001,England,E12000004,East Midlands,E63002302,Asfordby Hill,Minor, 635 
E92000001,England,E12000008,South East,E63005387,Ash (Dover),Minor," 2,530 "
E92000001,England,E12000008,South East,E63005234,Ash (Sevenoaks),Minor, 320 
E92000001,England,E12000009,South West,E63006245,Ash (South Somerset),Minor, 620 
E92000001,England,E12000008,South East,E63005588,Ash Green (Guildford),Minor, 565 
E92000001,England,E12000005,West Midlands,E63002934,Ash Green (Nuneaton and Bedworth),Minor," 2,565 "
E92000001,England,E12000008,South East,E63005564,Ash and Ash Vale,Medium," 24,285 "
E92000001,England,E12000006,East of England,E63003515,Ashbocking,Minor, 385 
E92000001,England,E12000004,East Midlands,E63001915,Ashbourne,Small," 8,855 "
E92000001,England,E12000009,South West,E63006865,Ashburton,Minor," 3,365 "
E92000001,England,E12000008,South East,E63004852,Ashbury,Minor, 590 
E92000001,England,E12000004,East Midlands,E63001784,Ashby de la Launde,Minor, 480 
E92000001,England,E12000004,East Midlands,E63002366,Ashby-de-la-Zouch,Small," 15,120 "
E92000001,England,E12000009,South West,E63003955,Ashchurch,Minor," 1,100 "
E92000001,England,E12000009,South West,E63005896,Ashcott,Minor, 880 
E92000001,England,E12000006,East of England,E63003792,Ashdon,Minor, 245 
E92000001,England,E12000008,South East,E63005776,Ashford (Ashford),Large," 82,140 "
E92000001,England,E12000009,South West,E63005940,Ashford (North Devon),Minor, 295 
E92000001,England,E12000008,South East,E63005076,Ashford (Spelthorne),Medium," 22,825 "
E92000001,England,E12000005,West Midlands,E63003188,Ashford Carbonell,Minor, 315 
E92000001,England,E12000008,South East,E63005108,Ashford Common,Small," 8,335 "
E92000001,England,E12000008,South East,E63005291,Ashford Hill,Minor, 610 
E92000001,England,E12000006,East of England,E63002611,Ashill,Minor," 1,255 "
E92000001,England,E12000006,East of England,E63004724,Ashingdon,Small," 6,485 "
E92000001,England,E12000008,South East,E63006335,Ashington (Horsham),Minor," 2,690 "
E92000001,England,E12000001,North East,E63000040,Ashington (Northumberland),Medium," 28,280 "
E92000001,England,E12000009,South West,E63004093,Ashleworth,Minor, 610 
E92000001,England,E12000006,East of England,E63003368,Ashley (East Cambridgeshire),Minor, 675 
E92000001,England,E12000008,South East,E63006672,Ashley (New Forest),Small," 7,725 "
E92000001,England,E12000005,West Midlands,E63002059,Ashley (Newcastle-under-Lyme),Minor, 285 
E92000001,England,E12000004,East Midlands,E63002845,Ashley (North Northamptonshire),Minor, 250 
E92000001,England,E12000008,South East,E63004478,Ashley Green,Minor, 325 
E92000001,England,E12000009,South West,E63006566,Ashley Heath,Small," 7,150 "
E92000001,England,E12000009,South West,E63006306,Ashmore,Minor, 175 
E92000001,England,E12000008,South East,E63005124,Ashmore Green,Minor, 350 
E92000001,England,E12000005,West Midlands,E63003437,Ashorne,Minor, 265 
E92000001,England,E12000004,East Midlands,E63001714,Ashover,Minor, 630 
E92000001,England,E12000008,South East,E63005399,Ashtead,Small," 14,830 "
E92000001,England,E12000009,South West,E63007071,Ashton (Cornwall),Minor, 565 
E92000001,England,E12000004,East Midlands,E63003601,Ashton (West Northamptonshire),Minor, 405 
E92000001,England,E12000002,North West,E63001647,Ashton Hayes,Minor, 615 
E92000001,England,E12000009,South West,E63004717,Ashton Keynes,Minor," 1,425 "
E92000001,England,E12000005,West Midlands,E63003863,Ashton under Hill,Minor, 810 
E92000001,England,E12000002,North West,E63001269,Ashton-in-Makerfield,Medium," 26,375 "
E92000001,England,E12000002,North West,E63001268,Ashton-under-Lyne,Medium," 48,600 "
E92000001,England,E12000008,South East,E63006445,Ashurst,Minor," 2,370 "
E92000001,England,E12000008,South East,E63005908,Ashurst Wood,Minor," 1,505 "
E92000001,England,E12000006,East of England,E63003835,Ashwell,Minor," 1,980 "
E92000001,England,E12000006,East of England,E63002739,Ashwellthorpe,Minor, 545 
E92000001,England,E12000002,North West,E63000476,Askam in Furness,Minor," 3,170 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001062,Askern,Small," 5,435 "
E92000001,England,E12000008,South East,E63004486,Askett and Whiteleaf,Minor, 590 
E92000001,England,E12000004,East Midlands,E63002148,Aslackby,Minor, 255 
E92000001,England,E12000004,East Midlands,E63002012,Aslockton,Minor," 2,175 "
E92000001,England,E12000002,North West,E63000194,Aspatria,Minor," 2,170 "
E92000001,England,E12000006,East of England,E63003915,Aspley Guise,Minor," 2,115 "
E92000001,England,E12000005,West Midlands,E63003184,Aspley Heath,Minor, 280 
E92000001,England,E12000002,North West,E63001137,Aspull,Minor," 4,935 "
E92000001,England,E12000006,East of England,E63003877,Assington,Minor, 515 
E92000001,England,E12000002,North West,E63001264,Astley,Minor," 4,735 "
E92000001,England,E12000002,North West,E63001913,Aston (Cheshire East),Minor, 430 
E92000001,England,E12000006,East of England,E63004148,Aston (East Hertfordshire),Minor, 530 
E92000001,England,E12000008,South East,E63004530,Aston (West Oxfordshire),Minor," 1,175 "
E92000001,England,E12000008,South East,E63004213,Aston Abbotts,Minor, 425 
E92000001,England,E12000008,South East,E63004360,Aston Clinton,Small," 5,510 "
E92000001,England,E12000008,South East,E63004628,Aston Rowant,Minor, 275 
E92000001,England,E12000008,South East,E63004841,Aston Tirrold and Aston Upthorpe,Minor, 570 
E92000001,England,E12000004,East Midlands,E63002161,Aston-on-Trent,Minor," 2,435 "
E92000001,England,E12000005,West Midlands,E63003360,Astwood Bank,Minor," 3,250 "
E92000001,England,E12000005,West Midlands,E63002733,Atherstone,Small," 8,665 "
E92000001,England,E12000002,North West,E63001213,Atherton,Medium," 27,575 "
E92000001,England,E12000006,East of England,E63002787,Attleborough,Small," 11,235 "
E92000001,England,E12000009,South West,E63005217,Atworth,Minor," 1,295 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001249,Auckley,Minor," 1,335 "
E92000001,England,E12000002,North West,E63001299,Audenshaw,Small," 13,395 "
E92000001,England,E12000002,North West,E63001954,Audlem,Minor," 1,835 "
E92000001,England,E12000005,West Midlands,E63001865,Audley,Minor," 1,985 "
E92000001,England,E12000002,North West,E63001188,Aughton,Minor, 285 
E92000001,England,E12000003,Yorkshire and The Humber,E63001331,Austerfield,Minor, 550 
E92000001,England,E12000005,West Midlands,E63002579,Austrey,Minor," 1,140 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000525,Austwick,Minor, 515 
E92000001,England,E12000006,East of England,E63004923,Aveley,Small," 9,360 "
E92000001,England,E12000009,South West,E63004645,Avening,Minor," 1,055 "
E92000001,England,E12000009,South West,E63006988,Aveton Gifford,Minor, 520 
E92000001,England,E12000009,South West,E63004977,Avonmouth,Minor," 2,645 "
E92000001,England,E12000004,East Midlands,E63001939,Awsworth,Minor," 2,445 "
E92000001,England,E12000009,South West,E63005487,Axbridge,Minor," 1,995 "
E92000001,England,E12000009,South West,E63006638,Axminster,Small," 6,095 "
E92000001,England,E12000009,South West,E63006728,Axmouth,Minor, 245 
E92000001,England,E12000009,South West,E63004564,Aylburton,Minor, 340 
E92000001,England,E12000008,South East,E63004347,Aylesbury,Large," 87,950 "
E92000001,England,E12000008,South East,E63005377,Aylesford,Minor, 735 
E92000001,England,E12000008,South East,E63005532,Aylesham,Small," 5,785 "
E92000001,England,E12000006,East of England,E63001999,Aylmerton,Minor, 250 
E92000001,England,E12000006,East of England,E63002198,Aylsham,Small," 7,185 "
E92000001,England,E12000004,East Midlands,E63003963,Aynho,Minor, 645 
E92000001,England,E12000008,South East,E63006414,Bachelor's Bump,Minor, 260 
E92000001,England,E12000002,North West,E63000432,Backbarrow,Minor, 240 
E92000001,England,E12000009,South West,E63005140,Backwell,Minor," 4,345 "
E92000001,England,E12000001,North East,E63000063,Backworth,Minor," 4,490 "
E92000001,England,E12000006,East of England,E63002099,Bacton,Minor, 975 
E92000001,England,E12000006,East of England,E63003252,Bacton and Cotton,Minor," 1,565 "
E92000001,England,E12000002,North West,E63000948,Bacup,Small," 13,560 "
E92000001,England,E12000004,East Midlands,E63003424,Badby,Minor, 700 
E92000001,England,E12000005,West Midlands,E63002729,Baddesley Ensor,Minor," 1,285 "
E92000001,England,E12000006,East of England,E63002249,Badersfield,Minor," 1,490 "
E92000001,England,E12000008,South East,E63005289,Badgers Mount,Minor, 680 
E92000001,England,E12000006,East of England,E63003232,Badingham,Minor, 250 
E92000001,England,E12000009,South West,E63004887,Badminton,Minor, 260 
E92000001,England,E12000005,West Midlands,E63003769,Badsey,Minor," 2,725 "
E92000001,England,E12000008,South East,E63005625,Badshot Lea,Minor," 1,885 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001045,Badsworth,Minor, 695 
E92000001,England,E12000006,East of England,E63003214,Badwell Ash,Minor, 380 
E92000001,England,E12000003,Yorkshire and The Humber,E63000455,Bagby,Minor, 565 
E92000001,England,E12000005,West Midlands,E63003092,Baginton,Minor, 740 
E92000001,England,E12000009,South West,E63004529,Bagpath,Minor, 310 
E92000001,England,E12000008,South East,E63005265,Bagshot,Small," 5,930 "
E92000001,England,E12000004,East Midlands,E63002530,Bagworth,Minor," 1,870 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000733,Baildon,Small," 17,050 "
E92000001,England,E12000002,North West,E63000585,Bailrigg,Minor," 4,790 "
E92000001,England,E12000006,East of England,E63004909,Baker Street,Minor, 500 
E92000001,England,E12000008,South East,E63004825,Baker's Wood,Minor, 385 
E92000001,England,E12000004,East Midlands,E63001658,Bakewell,Minor," 3,275 "
E92000001,England,E12000008,South East,E63006042,Balcombe,Minor," 1,445 "
E92000001,England,E12000004,East Midlands,E63001853,Balderton,Small," 12,875 "
E92000001,England,E12000006,East of England,E63003957,Baldock,Small," 10,615 "
E92000001,England,E12000005,West Midlands,E63002004,Baldwin's Gate,Minor," 1,120 "
E92000001,England,E12000008,South East,E63005259,Ball Hill,Minor, 450 
E92000001,England,E12000008,South East,E63004527,Ballinger Common,Minor, 410 
E92000001,England,E12000005,West Midlands,E63003035,Balsall Common,Small," 7,095 "
E92000001,England,E12000006,East of England,E63003585,Balsham,Minor," 1,625 "
E92000001,England,E12000009,South West,E63005949,Baltonsborough,Minor, 695 
E92000001,England,E12000002,North West,E63000893,Bamber Bridge,Medium," 40,360 "
E92000001,England,E12000001,North East,E63000007,Bamburgh,Minor, 210 
E92000001,England,E12000004,East Midlands,E63001463,Bamford,Minor, 785 
E92000001,England,E12000009,South West,E63004177,Bamfurlong (Tewkesbury),Minor, 250 
E92000001,England,E12000002,North West,E63001244,Bamfurlong (Wigan),Minor, 910 
E92000001,England,E12000009,South West,E63006219,Bampton (Mid Devon),Minor," 1,295 "
E92000001,England,E12000008,South East,E63004525,Bampton (West Oxfordshire),Minor," 2,995 "
E92000001,England,E12000008,South East,E63003818,Banbury,Medium," 52,045 "
E92000001,England,E12000006,East of England,E63002898,Banham,Minor, 920 
E92000001,England,E12000002,North West,E63000978,Banks,Minor," 4,435 "
E92000001,England,E12000008,South East,E63005355,Banstead,Small," 8,925 "
E92000001,England,E12000009,South West,E63005364,Banwell,Minor," 2,180 "
E92000001,England,E12000006,East of England,E63003331,Bar Hill,Minor," 3,900 "
E92000001,England,E12000004,East Midlands,E63003196,Barby,Minor, 955 
E92000001,England,E12000008,South East,E63006346,Barcombe Cross,Minor, 740 
E92000001,England,E12000004,East Midlands,E63001624,Bardney,Minor," 2,070 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000685,Bardsey,Minor," 1,820 "
E92000001,England,E12000006,East of England,E63003121,Bardwell,Minor, 755 
E92000001,England,E12000006,East of England,E63002558,Barford (South Norfolk),Minor, 515 
E92000001,England,E12000005,West Midlands,E63003386,Barford (Warwick),Minor," 1,430 "
E92000001,England,E12000008,South East,E63003978,Barford St Michael,Minor, 555 
E92000001,England,E12000008,South East,E63005584,Barham,Minor, 785 
E92000001,England,E12000003,Yorkshire and The Humber,E63000983,Barkisland,Minor, 990 
E92000001,England,E12000004,East Midlands,E63001984,Barkston,Minor, 500 
E92000001,England,E12000003,Yorkshire and The Humber,E63000772,Barkston Ash,Minor, 360 
E92000001,England,E12000006,East of England,E63003920,Barkway,Minor, 850 
E92000001,England,E12000005,West Midlands,E63002033,Barlaston,Minor," 1,415 "
E92000001,England,E12000004,East Midlands,E63001541,Barlborough,Minor," 2,855 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000788,Barlby,Minor," 3,495 "
E92000001,England,E12000004,East Midlands,E63002592,Barlestone,Minor," 2,565 "
E92000001,England,E12000006,East of England,E63003854,Barley,Minor, 705 
E92000001,England,E12000004,East Midlands,E63002508,Barleythorpe,Minor," 1,345 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000872,Barlow,Minor, 455 
E92000001,England,E12000003,Yorkshire and The Humber,E63000628,Barmby Moor,Minor, 930 
E92000001,England,E12000003,Yorkshire and The Humber,E63000858,Barmby on the Marsh,Minor, 435 
E92000001,England,E12000006,East of England,E63002602,Barnack,Minor," 1,005 "
E92000001,England,E12000001,North East,E63000329,Barnard Castle,Small," 5,785 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001220,Barnburgh and Harlington,Minor," 1,850 "
E92000001,England,E12000004,East Midlands,E63001443,Barnby Moor,Minor, 275 
E92000001,England,E12000006,East of England,E63002861,Barnby and North Cove,Minor, 905 
E92000001,England,E12000003,Yorkshire and The Humber,E63001121,Barnetby le Wold,Minor," 1,840 "
E92000001,England,E12000008,South East,E63006540,Barnham (Arun),Small," 10,145 "
E92000001,England,E12000006,East of England,E63003004,Barnham (West Suffolk),Minor, 255 
E92000001,England,E12000006,East of England,E63003045,Barningham,Minor, 995 
E92000001,England,E12000003,Yorkshire and The Humber,E63001217,Barnoldby le Beck,Minor, 365 
E92000001,England,E12000002,North West,E63000649,Barnoldswick,Small," 10,915 "
E92000001,England,E12000008,South East,E63006107,Barns Green,Minor," 1,105 "
E92000001,England,E12000003,Yorkshire and The Humber,E63001160,Barnsley,Medium," 71,405 "
E92000001,England,E12000009,South West,E63005982,Barnstaple,Medium," 31,275 "
E92000001,England,E12000006,East of England,E63004216,Barnston (Uttlesford),Minor, 925 
E92000001,England,E12000002,North West,E63001451,Barnston (Wirral),Minor, 660 
E92000001,England,E12000005,West Midlands,E63003111,Barnt Green,Minor," 3,820 "
E92000001,England,E12000002,North West,E63001568,Barnton,Small," 6,255 "
E92000001,England,E12000004,East Midlands,E63002930,Barnwell,Minor, 390 
E92000001,England,E12000006,East of England,E63003599,Barrington (South Cambridgeshire),Minor," 1,185 "
E92000001,England,E12000009,South West,E63006300,Barrington (South Somerset),Minor, 425 
E92000001,England,E12000009,South West,E63007034,Barripper and Penponds,Minor, 310 
E92000001,England,E12000002,North West,E63000741,Barrow (Ribble Valley),Minor," 1,390 "
E92000001,England,E12000006,East of England,E63003329,Barrow (West Suffolk),Minor," 1,960 "
E92000001,England,E12000004,East Midlands,E63001560,Barrow Hill,Minor, 980 
E92000001,England,E12000003,Yorkshire and The Humber,E63000965,Barrow upon Humber,Minor," 2,845 "
E92000001,England,E12000004,East Midlands,E63002357,Barrow upon Soar,Small," 6,820 "
E92000001,England,E12000004,East Midlands,E63002172,Barrow upon Trent,Minor, 555 
E92000001,England,E12000002,North West,E63000521,Barrow-in-Furness,Medium," 55,255 "
E92000001,England,E12000006,East of England,E63002627,Barroway Drove,Minor, 445 
E92000001,England,E12000004,East Midlands,E63002065,Barrowby,Minor," 2,040 "
E92000001,England,E12000004,East Midlands,E63002690,Barrowden,Minor, 475 
E92000001,England,E12000002,North West,E63000725,Barrowford,Small," 5,885 "
E92000001,England,E12000005,West Midlands,E63003811,Bartestree,Minor," 1,655 "
E92000001,England,E12000002,North West,E63000761,Barton (Preston),Minor," 1,490 "
E92000001,England,E12000003,Yorkshire and The Humber,E63000359,Barton (Richmondshire),Minor, 775 
E92000001,England,E12000006,East of England,E63003483,Barton (South Cambridgeshire),Minor, 505 
E92000001,England,E12000006,East of England,E63003115,Barton Mills,Minor, 835 
E92000001,England,E12000009,South West,E63006010,Barton St David,Minor, 285 
